id,keyword,text,target,RoBERTa,Accuracy,
945,fatality,"Latest update from AAPP, 2546 innocent civilians have been killed by SAC Junta Terrorists and 16462 are still under unjust detention as of Day666. Growing rate of Fatality and Detainees is alarming. #2022Nov29Coup  #EndImpunity  #WhatsHappeningInMyanmar  https://t.co/9fXZp4e4HZ",1,1,1,
946,fatality,Studies by the IIHS and Federal Highway Administration have shown that roundabouts typically achieve: A 37 percent reduction in overall collisions. A 75 percent reduction in injury collisions. A 90 percent reduction in fatality collisions.  https://t.co/1n1yMgTZWz,0,1,0,
947,fear,"If you want to conquer fear, do not sit home and think about it",0,0,1,
948,fear,"Arjuna then asked about the qualities and conduct of a steadfast person, Krishna said, ""He who has renounced all desires, is not disturbed by sorrow, is not overwhelmed with joy, is free from affection, anger and fear, and is happy in his soul. He is called a steadfast person.""",0,0,1,
949,fear,"man yall gotta stop saying â€œJuice WRLD was right, all girls really are the sameâ€ im starting to fear that you're serious",0,0,1,
950,fear,I FEAR NO ONE WILL EVER MAKE MUSIC THIS GOODEVER AGAIN  https://t.co/ghSnhOKBl4,0,0,1,
951,fear,"The grey cavern pervaded him, fear constricted his heart, safety was a dream that had not come for him soon enough.",0,0,1,
952,fear,; â”€â”€â”€I do not fear death. I fear only that my rage will fade over time.,0,0,1,
953,fear,"But underneath, we had a fear of flying, of growing old - a fear slowly dying. We took our chance, like we were dancing our last dance.",0,0,1,
954,fear,"riley made his way over to viper with a whine, tail still tucked between his legs. he could honestly puke from his fear. but he won't...",0,0,1,
955,fear,Can you feel your heart burning? Can you feel the struggle within? The fear within me is beyond anything your soul can make. You cannot kill me in a way that matters.,0,0,1,
956,fire,The fires were reported within one hour of each other on the northeast and southeast outskirts of the city.   https://t.co/3qu9E2vIFo,1,1,1,
957,fire,There are times when you don't have your fire starter with you and you need to start a fire anyway.  https://t.co/9Iu1Be8klP  https://t.co/2afnCue70L,0,0,1,
958,fire,ðŸ€2024 Justin Rener fires off the L to R and stays strong through contact for the paint W @simivalleybball 49 Crespi 39 3+ 3rd  https://t.co/BkLgMGtmmH,0,0,1,
959,fire,"LA County Fire #N822LA (H60) was seen near Palmdale, CA around 04:44 UTC squawking 1206  https://t.co/S3CineT55f #LACoFire  https://t.co/LqFyQYbfeC",1,1,1,
960,fire,MOTHER ARRESTED: Investigators say the 27-year-old metro Atlanta mother started the fire that destroyed her apartment building and left her two daughters inside the burning building.   https://t.co/Z7GIRP550c,1,1,1,
961,fire,Charlotte buzzer beater was fire ðŸ¤£,0,0,1,
962,fire,"ðŸš‘ DISPATCH: Medical Aid - Basic Life Support @ 25007 108TH AVE SE #E-208, KENT.  Responding Dept: Kent Unit(s): E374 #PugetSoundFire #Kent",1,1,1,
963,fire,"Nora Fatehi Sets the Stage on Fire at the FIFA World Cup 2022 Fanfest, WatchÂ Video  https://t.co/GDU3YGvmj0",0,0,1,
964,fire,"@jamesbray3D Fire stream today sir.  I seriously love our community.  Your art is almost done, I decided to get some shot from you Korea vlogâ€¦..but letâ€™s talk about you drinking soju in that hype 7-11 ðŸ™ˆðŸ¤“",0,0,1,
965,fire,jurin got that fire flame flavor,0,0,1,
966,fire truck,Bro wtf is going on outside??? This the 3/4th time i hear hella sirens and honking from either an ambulance or fire truck OR police omg the news gonna be crazy in the am,0,0,1,
967,fire truck,Belmont Police confirmed a firetruck was nearby and was able to put out the fire.  https://t.co/A82BH3xqrb,1,1,1,
968,fire truck,"On my way to gym only 3 cops and an empty VW Bug, no idea where driver was.  Leaving gym now there are more cops, a fire truck and someone on the ground.  On Paseo in front of Kaiser.  https://t.co/V37oZY7oE1",1,1,1,
969,fire truck,Shoutout to the dumbass at the intersection who blew through a light and laid on his horn because I had to turn to let a firetruck through.,1,1,1,
970,fire truck,Santa on his fire truck  https://t.co/SrXjXZ69wS,0,0,1,
971,fire truck,Feline fine after fur-raising ride on Vernon fire truck see full article at  https://t.co/H7FBMWasBg #CatsNews,0,1,0,
972,fire truck,New Webcast: Is an electric firetruck right for my department? -  https://t.co/CmDgvjFb6s  https://t.co/XG5pEFy1lH,0,0,1,
973,fire truck,I thought I heard a cat outside and it was actually a firetruck. Iâ€™m clearly delusional,0,0,1,
974,fire truck,Red Fire Truck Wooden Baby Push Walker - 2-in-1 Toddler Push &amp; Pull Toys Learning Walker Stroller Walker with Wheels for Baby JCYULLF   https://t.co/K9ATBryCxT  https://t.co/kSwSAf6eUZ,0,0,1,
975,fire truck,GEIQWNTOY Electric Airplane Toy Transport Cargo 16inch Large Storage Ejecting 6 Fire Truck Diecast Cars Road Signs Light and YTFC4QN   https://t.co/W5igpSDAdD  https://t.co/cEIgycv1J9,0,1,0,
976,first responders,"EMS, first responders dispatched to a possibly intoxicated subject passed out in the parking, not in a car, at Minit Mart on Russellville Rd.",1,1,1,
977,first responders,"Thnx @mpd_tweet : #Missoula shooting incident resolved on Johnson St; suspect male in custody, transported to local hospital; roads to open to normal traffic patterns shortly. Thank you to all who assisted and supported efforts of all first responders.",1,1,1,
978,first responders,"Looks really bad out there this evening, especially the #AlexFraserBridge !!! Hope everyone gets home safe tonight, particularly all first responders. Drive safe folks ðŸ™ #BCSnow #BCStorm  https://t.co/9vPzDVKWHf",1,1,1,
979,first responders,Nikki Fried calls on Gov. DeSantis to ensure Hurricane Ian first responders have received bonus pay  https://t.co/1XD3Sxqdic,1,1,1,
980,first responders,"In 2021, Sarahâ€™s Inn provided training for 5,865 first responders, taught 7,808 teens about healthy relationships, and had 98 perpetrators of intimate partner violence learn and practice nonâ€violent skills.   https://t.co/K8VuFvMY9z   #sarahs_inn #togetherstrong #givingtuesday  https://t.co/2UTj6vc9iR",0,0,1,
981,first responders,"OSC: Help first responders dress like Santa, deliver toys  https://t.co/rvdDuyuuWz",0,0,1,
982,first responders,Does that also apply for first responders? Firefighters? Doctors and nurses? Where do you draw the line? (2/x),0,0,1,
983,first responders,A life-saving innovation: Locating first responders indoors  Check out the full case study by @Xsens here:  https://t.co/i2On20VzpM  #3dmapping #LiDAR #sensors #technology #engineering #stem #innovation #safety  https://t.co/Dm8tHzyIws,0,0,1,
984,first responders,"The longest EMS response time since 2016 was to a co-medical call that was attended by the city's fire department in June 2022, totalling nearly an hour.  #airdrie #localnews #FirstResponders   https://t.co/eyb8GFUApY",0,1,0,
985,first responders,"Thank you to our @CarrolltonTXPD and our JROTC for representing our community on First Responders Night! Our freshmen, JV, and Varsity all got the dubs!! @CreekviewLeads @castillo_ac @CFBathletics @CmsaMustangs  https://t.co/xhY330UB5T",0,0,1,
986,flames,Her voice died away in a whisper as a flash of bluish flame        https://t.co/tRDZxduYKD,0,0,1,
987,flames,A phone designed by Elon Musk would burst into flames. Guaranteed.,0,0,1,
988,flames,"""Eternal Flame of Halloween"" has been added to merchant in exchange for (x100) 50M event tier Halloween Items.   https://t.co/Ge9GPkK8Nj  https://t.co/9NIy9Z46gv",0,0,1,
989,flames,He posted it to get flames on twitter for freeee,0,0,1,
990,flames,Video: Riverside murders: Neighbor saw teen being taken by suspect moments before house erupted in flames  https://t.co/gB1dB4kARY,1,1,1,
991,flames,This candle so small but flame so big,0,0,1,
992,flames,"Fireworks store up in flames after car crashes into it, Melbourne authorities say  https://t.co/hUY1XL5cin  https://t.co/s5UkuyjFc9",1,1,1,
993,flames,"Incase you all didnƒ??t know it. There are massive protests going on against the communist party China. Continued lock downs, doors being welded shut and people dying in fires not able to escape the flames due to doors being welded shut. I hope the protesters are successful!",1,1,1,
994,flames,a real twin flame .. a WOMAN who takes time out to love her man and be one w em??????,0,0,1,
995,flames,"Communal violence in Telangana's Bhainsa: -Stone pelting -Vehicles set on fire -Now, media reported 18 houses set on fireƒ??",1,1,1,
996,flattened,Puerto Rico is getting hit on the 10th anniversary of the earthquake that flattened Haiti. Could be the Caribbeanƒ?? https://t.co/19ckL31fuB,1,1,1,
997,flattened,Walkers late 2022 flattened troll edition cheese and onion . Belated halloween fright snack,0,0,1,
998,flattened,"we are terrorized and flattened by trivialities, we are eaten up by nothing.",0,0,1,
999,flattened,The box had a flattened wasp underneath it and now I have to check my mail for bees ???›,0,0,1,
1000,flattened,I think I fucked up was I flattened my right back tire.,0,0,1,
1001,flattened,"Grandmotherƒ??s prayer closet survives powerful tornado that flattened home, killed many https://t.co/XAfhi84sKM",1,1,1,
1002,flattened,"@CTVNews Just let turdeau get in there, he'll fix it up real quick, there'll be lots of old ladies flattened and families that won't be able to pay for things with their own money, but hey, they are just all nazis and missogynists, right.",0,0,1,
1003,flattened,Facts because the Easter Island would have flattened him,0,0,1,
1004,flattened,"@UkrainianNews24 There is nothing left! Everything has been destroyed. This place has been leveled, lifeless, flattened, wiped out! This is what genocide looks like. Making a once thriving village full of people and children going to school, the library, dance lessons, playing football to nothing  https://t.co/Kj3JpefH9e",1,1,1,
1005,flattened,"Following Saturday's EF-2 tornado in DeSoto County homes are left flattened, trees and power lines are downed, and familieƒ??",1,1,1,
1006,flattened,everyone was so jealous of lestat getting to have his dick flattened by akasha every evening,0,0,1,
1007,flood,iƒ??ve been listening to harry styles and steve lacy on mute overnight all year my spotify wrapped is about to cause a flood,0,0,1,
1008,flood,Chinese bots flood Twitter in attempt to obscure Covid protests  https://t.co/iYGoren5Yn #COVID19 #COVID_19 #ZeroCovid #China,0,1,0,
1009,flood,"QLD Severe Thunderstorm Warning: Heavy Rain. Mareeba, Mossman, Atherton, Wujal Wujal, Ravenshoe, Julatten. #thunderstorm #ewnalerts #QLD  #flood #qldstorm #qldwx  https://t.co/X5y4ozqj4g  https://t.co/AIWaZi2JB3",1,1,1,
1010,flood,Chinese bots flood Twitter in attempt to obscure Covid protests  https://t.co/YHbZ5TE5Mt,0,0,1,
1011,flood,We appreciate the kind gesture of England Captain Ben Stokes donating his fees of entire Test series for flood victims of Pakistan. Empathy for suffering humanity is the greatest of all virtues. His gesture epitomises the great British tradition of philanthropy. ???æ???ø,0,1,0,
1012,flood,"#cannabis #marijuana #thc #cannabiscommunity Half a block in Wellingtonƒ??s CBD evacuated after flood in buildingsƒ?? basements Water has been pumped out from two flooded office buildings in Wellington, but the occupants are not yet allowed to return to  https://t.co/bBkIR5v9Wz  https://t.co/s80NOgmDKR",1,1,1,
1013,flood,"???? New Flash Flood Warning ????   Flash flooding is in progress, imminent, or highly likely. Please seek shelter.  https://t.co/RFOTy8Q2ek",1,1,1,
1014,flood,Just another example of men seeing women's words as violence. Send the flood.,0,0,1,
1015,flood,Hundreds evacuated after massive water main break floods #Lowell   Really feeling for these people who arenƒ??t even sure when they can survey the damage in their own homes.   https://t.co/yxOzL1Fobq,1,1,1,
1016,flood,"@elonmusk We are counting on you, Elon to drive the new honest narrative. It has begun and I firmly believe you will survive and thrive and so will Twitter. You opened the flood gates",0,0,1,
1017,flooding,"746 annual flooding of the Nile, and lawless behavior #izmir instigated by the #bornova Gabiniani, the now #alsancak unemployed and assimilated #konak Rleft by #k?¬???¬kpark ????s????c???????????t??  Gabinius to garrison Egypt.[92][93] Inheriting   https://t.co/WXUC0RFkGM 346",1,1,1,
1018,flooding,"@CappuCirno Haha.....I had a cool night as well because it rained so heavily yesterday (some roads started flooding as well; had about half a bucket of water collected within a short period too). No winter here, it's the tropics. But it's monsoon season, which makes waking up equally hard.",0,1,0,
1019,flooding,@robertalives So they need to quit using it and flooding our lives with their beliefs,0,0,1,
1020,flooding,"his breath hitches.   maybe he should have stopped that particular sentence earlier but in his defense, yoongi encouraged him to open the floodgates. and well. his wanting is flooding through him now.",0,0,1,
1021,flooding,"???? New Flash Flood Warning ????   Flash flooding is in progress, imminent, or highly likely. Please seek shelter.  https://t.co/RFOTy8Q2ek",1,1,1,
1022,flooding,"I love being the ƒ??climate guyƒ? locally b/c people will just sent me cool stuff.  Case in point: there are now beautiful floating houses in Amsterdam (no, not repurposed boats) ??ÿ????  As flooding &amp; sea level rise worsens, humans are innovating &amp; adapting   https://t.co/if4CnTPXNe",0,0,1,
1023,flooding,Chinese Bots Flooding Twitter With Porn and Escorts to Bury News of Massive Protests Against COVID Lockdowns - Source:  https://t.co/uRQg9TzAKK,0,1,0,
1024,flooding,Large areas of inland Australia are being warned of above-average fire activity early next year as prolific vegetation growth caused by this yearƒ??s flooding rain starts to dry out towards the end of summer.   https://t.co/3O9bT950bS,1,1,1,
1025,flooding,I wish so many of you guys didn't follow the most annoying Ravens accounts so I don't have to mute them to keep them from flooding my feed. It doesn't happen with any other team I don't get why you guys love following Ravens freaks...,0,0,1,
1026,flooding,"Prolific vegetation growth following this yearƒ??s flooding rain could enhance fire fuel loads over the Murray-Darling Basin towards the end of summer. Above-normal fire potential is also predicted in central &amp; western Australia, and western Tas.  More info:  https://t.co/adMhnF0lnc  https://t.co/YBiLuHCUCO",1,1,1,
1027,floods,"Since the start of the pandemic, 1,104,879 Americans have died from #COVID19 (16.6% of all deaths worldwide). That is about the same as 500 Johnstown Floods which killed 2,209 people in 1889:  https://t.co/bccSZaAsK2",1,1,1,
1028,floods,"Life is more than living to work. How many species of animals have been lost with that mentality who no say in what humans do?  You would have been one telling Noah don't worry about floods, she'll be right mate!",0,0,1,
1029,floods,Pakistan have rescued almost 2000 people in the Congo floods and the services of women peacekeepers in the fight against COVID 19 were widely hailed.   #ThankYouCOAS  https://t.co/BydGf0LBMS,1,1,1,
1030,floods,@SIfill_ @HeatherThomasAF Plus it floods here! We get rain here sometimes that just floods waterways or roads. We donƒ??t need tunnels.  We donƒ??t need the pollution. We just donƒ??t!,0,1,0,
1031,floods,"Bulawayo ready for ƒ??anyƒ?? disaster -- THE government says it is well prepared and capacitated to respond to any natural disaster in the city as the rainy season, usually associated with floods and cyclones, has commenced.&gt; https://t.co/VvXVDaoUVi  https://t.co/IRIVp9ULJ4",1,1,1,
1032,floods,You'll gonna learn who I am. Because my words becomes truth just like more floods,0,0,1,
1033,floods,"While the east coast of Australia suffers from floods and Australians experience the worst cost of living crisis in decades, Albanese has been spotted out drinking and partying. #Australia #Labor #AnthonyAlbanese #AbsentAlbo #NotMyPM #AusPol #AusVotes  https://t.co/rQWs9yLQfy",0,1,0,
1034,floods,"When it rains it pours, sometimes when it pours it floods. You just gotta hop in the boat and get through it.",0,1,0,
1035,floods,"Floods in Pakistan; Response, Relief and Recovery  https://t.co/ppd64XSVOk via @dailytimespak",1,1,1,
1036,forest fire,"You know , I get being pissed at the Mavs FO or whoever. But, I mean c'mon what can they do?Y'all act like they didn't want JB to come back. His mind was made up. He wanted NY bad! Imo Kimba is exactly what they need.a spark.a spark can start a whole forest fire. We'll be fine .",0,0,1,
1037,forest fire,"She's so hard to please, but she's a forest fire  I do my best to meet her demands, play at romance  We slow dance in the living room  But all that a stranger would see  Is one girl swaying alone, stroking a cheek",0,0,1,
1038,forest fire,"I am a forest fire And I am the fire, and I am the forest And I am a witness watching it",0,1,0,
1039,forest fire,He was a forest fire ravaging through whatever was in his path to gain his end goal.,0,1,0,
1040,forest fire,Hikers doing their best to outdrive a forest fire https://t.co/n3YlQfMGYz,1,1,1,
1041,forest fire,Tonight I've seen this fire ??? above Tokeh village increase from a small fire to this in just 2 hours. This needs to stƒ??,1,1,1,
1042,forest fire,It was a crazy weekend here in Virginia. Very high winds and a large forest fire close to our house. Thankfully the rainƒ??,1,1,1,
1043,forest fire,A ƒ??resprouterƒ?? eucalypt forest burned by high-severity fire near the Macalister River in eastern Victoƒ?? https://t.co/VgX9H4zxYA,1,1,1,
1044,forest fire,it isnt even a forest fire when i find tim,0,1,0,
1045,forest fire,"The men in the room suddenly realized that they did not want to know her better. She was beautiful, but she was beautiful in the way a forest fire was beautiful: something to be admired from a distance, not up close.",0,0,1,
1046,forest fires,@Mlfreeman75 @TonyTrotmann @benshapiro There are pictures forest fires in your collage. I promise there wasn't a forest fire in the middle of Minneapolis.,0,1,0,
1047,forest fires,"@Shaktidass18 @bartholomewtali @jordanbpeterson Forest fires increase mainly with human activity. As the population increases in vancouver the odds of starting a forest fire and the odds if someone noticing increases. Lightning strikes due to climate change hardly moves the needle. If you're scared, don't live near trees.",0,1,0,
1048,hail,Maybe I should listen to Hail to the Thief for the millionth time and maybe this time it will finally make me cry. ???æƒ????®,0,0,1,
1049,hail,"Hail Olorun, Orisha God and Creator of the Universe in all of His guises.  https://t.co/fB3XenHlqO",0,0,1,
1050,hail,@honkadoodles @ZowiePup all hail the Mighty Mouse,0,0,1,
1051,hail,Our obsession with economic growth is deadly | All Hail The Planet #degrowth   https://t.co/erJc0Yjv7M via @YouTube,0,0,1,
1052,hail,Thunderstorm warnings for south-east Queensland after hail storm batters parts - #Australia  https://t.co/NIJxtnez73,1,1,1,
1053,hail,"#Thunderstorms are possible across #Tasmania Wednesday afternoon after a warm, humid and smoky start to the day. Hail or shortƒ??",1,1,1,
1054,hail,Heavy rain and storms move through the Shoals this morning. Lightning and small hail possible. https://t.co/4n7MXERnFBƒ??,1,1,1,
1055,hail,"Isolated thunderstorm accompanied with hail/lightning also likely over Punjab, Haryana, Chandigarh, Rajasthan, Uttar Pradƒ??",1,1,1,
1056,hail,"Deadline passes for Biden admin to appeal ruling against transgender mandate, plaintiffs hail 'great news'  https://t.co/VKpGDE2sJG #FoxNews",0,0,1,
1057,hail,"All Hail the Almighty Leader, King Chody! *cheers*",0,0,1,
1058,hail,"My sex life is nobody's fucking business. Making it your business because you're pro-LGBTQ+. Get the fuck outta my highway, I will crash my fuckin car into yours, and turn your ass into a ghost. My car's fuckin Christine and I love it more than you. Hail Chaos!  https://t.co/H69v2smzrI",0,0,1,
1059,hailstorm,The fast-moving hailstorm which tore through parts of Canberra on Sunday night managed to cause a fair bit of damage - around 100 households are still without power  https://t.co/w4bp0FPtbJ  https://t.co/ftyH15nxN4,1,1,1,
1060,hailstorm,"Tech has been under a hailstorm of backlash and controversy lately with mass firings, and overworked employees in just this year alone. Whats next for one of the biggest social media platforms in the world? Let us know uour thoughts in the comments! #tech #techtok #tiktok #news  https://t.co/NQCOFkG9Ba",0,0,1,
1061,hailstorm,"Since 4pm a intense hailstorm has caused significant damage to properties in the Port Macquarie and Camden Haven areas. NSW SES has received more than 100 calls for help in Port Macquarie, with reports of golf ball sized hail. The majority of calls have been to report roof damage",1,1,1,
1062,hailstorm,"A hailstorm blasted South Canberra yesterday, causing power outages, fallen trees and the destruction of at least one shed. Did you get any at your place?  https://t.co/6R3oRi4jbu  https://t.co/cPt9Qs9HkL",1,1,1,
1063,hailstorm,"Wandering: folk superstar, Uncle Damon Hailstorm.",0,0,1,
1064,hailstorm,"A passing bird, of questionable provenance, craps out a hailstorm of affluent gold coins.",0,0,1,
1065,hailstorm,In employment news I dreamed I repaired 5 dangerous printers during a lethal hailstorm and got fired for not properly tracking paper consumption during test prints   Woke up feeling awful in real life since it was during the 30 day probationary period and I couldnƒ??t appeal,0,0,1,
1066,hailstorm,Today's forecast: Hailstorm.,1,1,1,
1067,hailstorm,"That was intense - Canberra hailstorm, just passed over Weston Creek #canberrastorm #canberra  https://t.co/vcKF324IIv",1,1,1,
1068,hazard,"@Tshwany_Senne If you as a driver switch on your hazards because you canƒ??t see, how do they help you as the driver see better?",0,0,1,
1069,hazard,People mainly switch on their hazards cause they can't see because of the rain,0,0,1,
1070,hazard,turned the first corner as though at hazard. The next      https://t.co/hQdEP3hSnG,0,0,1,
1071,hazard,ƒ?ÿ‹? ROAD HAZARD - Please be aware that we have received reports of a pothole causing issues to vehicles travelling on Mounƒ??,1,1,1,
1072,hazard,Hazard on E2 Lebuhraya Utara Selatan #kltu. Traffic moving 11m slower than usual. https://t.co/0viourXizm https://t.co/Cc47pQrJVT,1,1,1,
1073,hazard,Yeyi! That one on 6th was a massive hazard! almost took himself to his grave the other day.,0,0,1,
1074,hazard,"Although snow is the main hazard on Tuesday/Wednesday, the strong winds aren't getting enough attention. Below is the NAM &amp; HRRR showing gusts at 8-10 PM Tuesday.  Strong gusts of 40-50 mph possible around the region, but strongest near the water and north of Everett. #wawx  https://t.co/IaA38d8aMJ",1,1,1,
1075,hazard,I was wondering why my chair was leaningƒ?? time for a new chairƒ?? this ƒ?? is a hazard.  https://t.co/ozQy8jEZYD,0,0,1,
1076,hazard,@MileenaUltra Not if you like fire hazards.,0,0,1,
1077,hazard,@MadridXtra @lequipe Look at Hazard. He shouldnt be a player in our XI,0,0,1,
1078,hazardous,"Shit is so hazardous out here. COVID, MONKEYPOX, INFLUENZA, ETC. Yâ€™all donâ€™t love yourselves enough.",0,0,1,
1079,hazardous,"Brief heavy snow squalls can be expected to move south across the central and southern San Luis Valley through noon. A quick inch of snowfall will be possible, creating hazardous driving conditions. #cowx  https://t.co/YJh3U6STjb",1,1,1,
1080,hazardous,@PierrePoiIievre That is a pretty hazardous situation there with that girl on a bike without a helmet.,0,0,1,
1081,hazardous,Op-Ed: 'Mailing It In' Is Hazardous to the Health of Our Republic via @WestJournalism  https://t.co/iMgu7mUnDA,0,0,1,
1082,hazardous,"The European Commission committed in October 2020 to â€œlead by example, and, in line with international commitments, ensure that hazardous chemicals banned in the European Union are not produced for export.â€ Petition them to get a move on already:  https://t.co/LMwgXILU1Z",0,0,1,
1083,hazardous,"Covidien 8605RC SharpSafety RCRA Hazardous Waste Container Counterbalance Lid, 5 Quart Capacity, Black (Pack of 14) 6WQYZGB   https://t.co/gZ6tnLSQWS",0,0,1,
1084,hazardous,Hazardous Taal eruption could affect power distribution â€“ First Gen https://t.co/WHrud5GMOf,1,1,1,
1085,hazardous,"Victoria has recorded some of the most hazardous air quality in the world. If you're over 65, under 15, pregnant or you have aâ€¦",1,1,1,
1086,hazardous,Melbourne's air quality 'worst in the world' as bushfires continue to burn across Victoria https://t.co/yotDRLNqhc,1,1,1,
1087,hazardous,Snowfall accumulation between 20 to 35 centimetres could create hazardous driving conditions.  https://t.co/1R7s5WKXbf,1,1,1,
1088,hellfire,the elephant man thinks he is hellfire by the mechanisms. he will never be hellfire by the mechanisms,0,0,1,
1089,hellfire,this is hellfire club... not babysitting club.,0,0,1,
1090,hellfire,Lorna Shore - To the Hellfire,0,0,1,
1091,hellfire,@ES03784893 I was just think about that red-wedding hellfire holiday scene the T-rumps created.,0,0,1,
1092,hellfire,"is the same. We cannot for example interpret literal verses about hellfire to mean something other than hellfire. Similarly we cannot take figurative versus to mean literally, the latter of which requires evidence. What this means is that you are an extremist if you wipe out",0,0,1,
1093,hellfire,i hope the burning hellfire extinguishes all of your problems! what do you mean that's extreme? you're worth it though!,0,0,1,
1094,hellfire,@anxiousexual Hellfire sounds good,0,0,1,
1095,hellfire,I FINALLYFINALLYFINAY GOT THE HELLFIRE SHIRT I'M SO HAPPY MAN,0,0,1,
1096,hellfire,"The boys of the Hellfire Club from Becker Gray are back in one sexy, and spicy boxed set!Â  Walk the halls of the most exclusive prep school alongside the band of friends. AVAILABLE NOW! FREE IN KU! Amazon:  https://t.co/SpSFznJHwP Amazon INTL:  https://t.co/ShuM5P15Hr  https://t.co/RAYw20qPDT",0,0,1,
1097,hellfire,She wore her scars as her best attire. A stunning dress made of hellfire. #ShehnaazGill  #GhaniSyaani  Shehnaaz Gill X Mc Square,0,0,1,
1098,hijack,@Agartheum @stader_hbar I don't support projects that hijack other peoples threads.,0,0,1,
1099,hijack,@carna_canada Don't worry we'll hijack the dealðŸ™Œâ¤ï¸ðŸ’™,0,0,1,
1100,hijack,hey guys i just shook a bottle of coca cola really hard and now i feel like i could hijack a bus and destroy a dentist's office,0,0,1,
1101,hijack,@CeejTankGaming they both suck but i never had a speedometer 3rd party app hijack outgoing calls on a iPhone like I did a Galaxy S8,0,0,1,
1102,hijack,ISIS terror plot averted. TIMES NOW unmasks a sinister terror plot hatched by a module of 20 Islamist radicals to â€˜hijackâ€™ tâ€¦,1,1,1,
1103,hijack,Davinder Singh involved in negotiation of Kandahar flight hijack in 1999. Davinder Singh involved in parliament attack 2â€¦,1,1,1,
1104,hijack,"@SpeakerPelosi Please go home to your poor  https://t.co/RzEumu1oJa made your milions,you hijack your job for 30 plus years,who vote for you over and over,Not me,the swamp for  https://t.co/hjTQSB9o5o all need to be arrested for abusing your position in government.Retire please.",0,0,1,
1105,hijack,"@Itiswinny Real Madrid, PSG and Man City will hijack",0,0,1,
1106,hijacker,@RadRun22 @scruffkit Sorry to hijacker your tweet but THERE is dat hansum face!!! I was just wondering about my friends Kristin and Da Rockies Mountains!! Hi guys! Looking good as usual! Gracers says hi too and sheâ€™s missed you guys! Never mind that look on her face! She gets her RBF from her dad lol  https://t.co/6vQRyrXnt8,0,0,1,
1107,hijacker,"Has not inaction against arbitrariness,hatred,unleash of criminals under th guise of Religion making it safe place for oppressor's 2commit offence freely had boosted their morale to even undermine SC? Should Hijacker's making Agencies 'Cage Parrot'be allowed to'Hijack Judiciary'?",0,0,1,
1108,hijacker,"""Armed with pistols and hand-grenades, Appelâ€™s comrades, including Paul Mattick, appeared in the courtroom to liberate him if necessary. It was not necessary; he was not recognized as a â€˜hijackerâ€™ and was initially sentenced to only a short term in prison.""",0,0,1,
1109,hijacker,"The hijacker of Eri independence will always wear his ""Mao Suit"", but the sheeple will deny the fact that Eritrea is run by a Marxist despot who wants to abolish everything Eri, including God, patriarchy, family, Eri sovereignty, culture/traditions, democracy/constitution...",0,0,1,
1110,hijacker,The hijacker on my account is logging in right now. Can you at least lock the account till everythingâ€¦ https://t.co/75ysSdf1Hd,1,0,0,
1111,hijacker,"Hijacker funeral showed criminals had an upper hand over law enforcement, many ppl tortured &amp; police were not proacâ€¦ https://t.co/ubVlpfnW50",1,1,1,
1112,hijacker,"Hi, my account's email has been hijacked, and the said email has been changed by the hijacker. They aâ€¦ https://t.co/1dxZ5e5bFB",1,0,0,
1113,hijacker,"hey , my channel common raj has been hacked, and hijacker has deleted all the videos. And now they are livestâ€¦",1,0,0,
1114,hijacker,"https://t.co/6m0pd8p4ZQ hey , channel common raj has been hacked, and hijacker has deleted all tâ€¦",1,0,0,
1115,hijacker,"Ogun corps nabs motorbike hijacker, hits rider with shovel  https://t.co/ssxE7PNxsn",1,1,1,
1116,hostage,@WNK_Life @briangerard13 @hundley_booboo @tico_tonito @mkraju Hostage-taking. I see.,0,0,1,
1117,hostage,@kanyewest You looked like a fuckin temperamental idiot on Timcast last night. Are you held hostage by your own ego? You can't handle pushback? All you're going to be asked about in primaries is going to be your anti-Semitic views. You need to pivot and drop identitarianism.,0,0,1,
1118,hostage,@PoliticsVerse @Reuters The two Republicans look like they are hostages.  ðŸ˜‚,0,0,1,
1119,hostage,@TimRunsHisMouth I think it was the Iranian Hostage Crisis.,0,1,0,
1120,hostage,"The security forces of Nigeria are working continuously to return those taken hostage by Boko Haram to their families, friendâ€¦",1,1,1,
1121,hostage,"January 13, 2019â€”Exactly one year ago 's Marzieh Hashemi was taken hostage by the U.S. government. Reuters saiâ€¦",1,1,1,
1122,hostage,"""Will she ever get home?"" Richard Ratcliffe's wife Nazanin Zaghari-Ratcliffe has been in prison in Iran since 2016. Hâ€¦",0,0,1,
1123,hostage,"From CTmagazine: This Nigerian pastor was kidnapped by Boko Haram last week. In the hostage video, Lawan Andimi tooâ€¦ https://t.co/DgZmxFVide",1,1,1,
1124,hostage,And they don't get to take hostages as well,0,0,1,
1125,hostage,Being held hostage by my higher self.,0,0,1,
1126,hostages,@kathrynw5 Looks like a couple of hostages in that photo.   Sheesh.,0,0,1,
1127,hostages,"@_BarringtonII @elonmusk @disclosetv @DavidSacks i strongly believe its us (people) who allowed this to happen. we are lame, lazy and always looking for easy ways to entertain ourself with minimum efforts. this, is what allowed them to grow so big and powerful. and we are now their hostages.",0,0,1,
1128,hostages,"what's sitwell doing on a launch ship? alright, I'm gonna sweep the deck and find batroc. nat, you'll kill the engines and wait for instructions. rumlow, you sweep aft, find the hostages, get them to the life-pods, get 'em out. let's move.",0,0,1,
